frame,timestamp,stroke,confidence
531,17.7,Serve,0.39
532,17.733333333333334,Serve,0.41
533,17.766666666666666,Serve,0.41
534,17.8,Serve,0.41
535,17.833333333333332,Neutral,0.39
536,17.866666666666667,Neutral,0.4
537,17.9,Neutral,0.4
538,17.933333333333334,Neutral,0.41
539,17.966666666666665,Neutral,0.41
540,18.0,Neutral,0.42
541,18.033333333333335,Neutral,0.44
542,18.066666666666666,Neutral,0.44
543,18.1,Neutral,0.45
544,18.133333333333333,Neutral,0.43
545,18.166666666666668,Neutral,0.41
546,18.2,Neutral,0.4
547,18.233333333333334,Neutral,0.41
548,18.266666666666666,Serve,0.4
549,18.3,Serve,0.41
550,18.333333333333332,Serve,0.4
551,18.366666666666667,Neutral,0.38
552,18.4,Neutral,0.38
553,18.433333333333334,Serve,0.37
554,18.466666666666665,Forehand,0.34
555,18.5,Forehand,0.36
556,18.533333333333335,Forehand,0.43
557,18.566666666666666,Forehand,0.43
558,18.6,Forehand,0.41
559,18.633333333333333,Forehand,0.38
560,18.666666666666668,Serve,0.39
561,18.7,Serve,0.38
562,18.733333333333334,Neutral,0.41
563,18.766666666666666,Neutral,0.42
564,18.8,Neutral,0.44
565,18.833333333333332,Neutral,0.41
566,18.866666666666667,Neutral,0.41
567,18.9,Neutral,0.46
568,18.933333333333334,Neutral,0.53
569,18.966666666666665,Neutral,0.49
570,19.0,Neutral,0.47
571,19.033333333333335,Neutral,0.57
572,19.066666666666666,Neutral,0.69
573,19.1,Neutral,0.64
574,19.133333333333333,Neutral,0.65
575,19.166666666666668,Neutral,0.67
576,19.2,Neutral,0.65
577,19.233333333333334,Neutral,0.71
578,19.266666666666666,Neutral,0.66
612,20.4,Neutral,0.33
